file,layer,x,y,tile
"level_01.xml","Terrain","31","8","blank_sand_top_right"
"level_01.xml","Terrain","23","9","grass_top_left"
"level_01.xml","Terrain","24","9","grass_top_middle_2"
"level_01.xml","Terrain","25","9","grass_top_right"
"level_01.xml","Terrain","29","9","earth_bottom_right"
"level_01.xml","Terrain","30","9","eartyh_bottom_middle"
"level_01.xml","Terrain","31","9","earth_bottom_left"
"level_01.xml","Terrain","23","10","earth_edge_left"
"level_01.xml","Terrain","24","10","earth_edge_middle_1"
"level_01.xml","Terrain","25","10","earth_edge_right"
"level_01.xml","Terrain","0","11","ship_right_facing_1"
"level_01.xml","Terrain","1","11","ship_right_facing_4_1"
"level_01.xml","Terrain","14","11","ship_left_side_shaded_4"
"level_01.xml","Terrain","15","11","ship_right_facing_3"
"level_01.xml","Terrain","16","11","ship_end_3"
"level_01.xml","Terrain","17","11","ship_end_3"
"level_01.xml","Terrain","18","11","ship_end_2"
"level_01.xml","Terrain","23","11","earth_edge_left"
"level_01.xml","Terrain","24","11","earth_edge_middle_2"
"level_01.xml","Terrain","25","11","earth_edge_right"
"level_01.xml","Terrain","41","11","ship_end_1"
"level_01.xml","Terrain","42","11","ship_end_3"
"level_01.xml","Terrain","43","11","ship_left_facing_1"
"level_01.xml","Terrain","44","11","ship_right_facing_4_1"
"level_01.xml","Terrain","48","11","ship_left_side_shaded_4"
"level_01.xml","Terrain","49","11","ship_left_facing_5"
"level_01.xml","Terrain","0","12","ship_right_facing_2"
"level_01.xml","Terrain","1","12","cannon_port_3"
"level_01.xml","Terrain","2","12","ship_top_middle"
"level_01.xml","Terrain","3","12","cannon_port_2"
"level_01.xml","Terrain","4","12","ship_top_middle"
"level_01.xml","Terrain","5","12","cannon_port_2"
"level_01.xml","Terrain","6","12","ship_top_middle"
"level_01.xml","Terrain","7","12","cannon_port_2"
"level_01.xml","Terrain","8","12","ship_top_middle"
"level_01.xml","Terrain","9","12","cannon_port_2"
"level_01.xml","Terrain","10","12","ship_top_middle"
"level_01.xml","Terrain","11","12","cannon_port_2"
"level_01.xml","Terrain","12","12","ship_top_middle"
"level_01.xml","Terrain","13","12","cannon_port_2"
"level_01.xml","Terrain","14","12","ship_anchor_3"
"level_01.xml","Terrain","20","12","blank_sand_top_left"
"level_01.xml","Terrain","21","12","blank_sand_middle_2"
"level_01.xml","Terrain","22","12","blank_sand_middle_2"
"level_01.xml","Terrain","23","12","sand_overlap_left"
"level_01.xml","Terrain","24","12","earth_edge_middle_2"
"level_01.xml","Terrain","25","12","sand_overlap_right"
"level_01.xml","Terrain","26","12","blank_sand_middle_1"
"level_01.xml","Terrain","27","12","blank_sand_middle_1"
"level_01.xml","Terrain","28","12","shell_sand_middle_1"
"level_01.xml","Terrain","29","12","blank_sand_middle_1"
"level_01.xml","Terrain","30","12","shell_sand_middle_2"
"level_01.xml","Terrain","31","12","shell_sand_middle_1"
"level_01.xml","Terrain","32","12","blank_sand_middle_1"
"level_01.xml","Terrain","33","12","blank_sand_middle_1"
"level_01.xml","Terrain","34","12","shell_sand_middle_2"
"level_01.xml","Terrain","35","12","shell_sand_middle_1"
"level_01.xml","Terrain","36","12","blank_sand_middle_1"
"level_01.xml","Terrain","37","12","blank_sand_middle_1"
"level_01.xml","Terrain","38","12","shell_sand_middle_2"
"level_01.xml","Terrain","39","12","shell_sand_top_right"
"level_01.xml","Terrain","44","12","ship_anchor_1"
"level_01.xml","Terrain","45","12","cannon_port_2"
"level_01.xml","Terrain","46","12","cannon_port_2"
"level_01.xml","Terrain","47","12","cannon_port_2"
"level_01.xml","Terrain","48","12","cannon_port_1"
"level_01.xml","Terrain","49","12","ship_right_side_shaded_2"
"level_01.xml","Terrain","0","13","ship_right_facing_4"
"level_01.xml","Terrain","1","13","ship_tile_2"
"level_01.xml","Terrain","2","13","ship_tile_1"
"level_01.xml","Terrain","3","13","ship_tile_2"
"level_01.xml","Terrain","4","13","ship_tile_1"
"level_01.xml","Terrain","5","13","ship_tile_2"
"level_01.xml","Terrain","6","13","ship_tile_1"
"level_01.xml","Terrain","7","13","ship_tile_2"
"level_01.xml","Terrain","8","13","ship_tile_1"
"level_01.xml","Terrain","9","13","ship_tile_2"
"level_01.xml","Terrain","10","13","ship_tile_1"
"level_01.xml","Terrain","11","13","ship_tile_2"
"level_01.xml","Terrain","12","13","ship_tile_1"
"level_01.xml","Terrain","13","13","ship_tile_2"
"level_01.xml","Terrain","14","13","ship_anchor_4"
"level_01.xml","Terrain","20","13","earth_edge_left"
"level_01.xml","Terrain","21","13","earth_edge_middle_2"
"level_01.xml","Terrain","22","13","earth_edge_middle_2"
"level_01.xml","Terrain","23","13","earth_edge_middle_2"
"level_01.xml","Terrain","24","13","earth_edge_middle_2"
"level_01.xml","Terrain","25","13","earth_edge_middle_1"
"level_01.xml","Terrain","26","13","earth_edge_middle_2"
"level_01.xml","Terrain","27","13","earth_edge_middle_2"
"level_01.xml","Terrain","28","13","earth_edge_middle_2"
"level_01.xml","Terrain","29","13","earth_edge_middle_2"
"level_01.xml","Terrain","30","13","earth_edge_middle_1"
"level_01.xml","Terrain","31","13","earth_edge_middle_2"
"level_01.xml","Terrain","32","13","earth_edge_middle_1"
"level_01.xml","Terrain","33","13","earth_edge_middle_1"
"level_01.xml","Terrain","34","13","earth_edge_middle_2"
"level_01.xml","Terrain","35","13","earth_edge_middle_2"
"level_01.xml","Terrain","36","13","earth_edge_middle_2"
"level_01.xml","Terrain","37","13","earth_edge_middle_2"
"level_01.xml","Terrain","38","13","earth_edge_middle_2"
"level_01.xml","Terrain","39","13","earth_edge_right"
"level_01.xml","Terrain","44","13","ship_anchor_2"
"level_01.xml","Terrain","45","13","ship_tile_1"
"level_01.xml","Terrain","46","13","ship_tile_2"
"level_01.xml","Terrain","47","13","ship_tile_2"
"level_01.xml","Terrain","48","13","ship_tile_1"
"level_01.xml","Terrain","49","13","ship_left_facing_3"
"level_01.xml","Terrain","0","14","boat_ripple_1"
"level_01.xml","Terrain","1","14","boat_ripple_3"
"level_01.xml","Terrain","2","14","boat_ripple_2"
"level_01.xml","Terrain","3","14","boat_ripple_3"
"level_01.xml","Terrain","4","14","boat_ripple_2"
"level_01.xml","Terrain","5","14","boat_ripple_3"
"level_01.xml","Terrain","6","14","boat_ripple_2"
"level_01.xml","Terrain","7","14","boat_ripple_3"
"level_01.xml","Terrain","8","14","boat_ripple_2"
"level_01.xml","Terrain","9","14","boat_ripple_3"
"level_01.xml","Terrain","10","14","boat_ripple_2"
"level_01.xml","Terrain","11","14","boat_ripple_3"
"level_01.xml","Terrain","12","14","boat_ripple_2"
"level_01.xml","Terrain","13","14","boat_ripple_3"
"level_01.xml","Terrain","14","14","boat_ripple_4"
"level_01.xml","Terrain","20","14","tile_ripple_left"
"level_01.xml","Terrain","21","14","tile_ripple_middle"
"level_01.xml","Terrain","22","14","tile_ripple_middle"
"level_01.xml","Terrain","23","14","tile_ripple_middle"
"level_01.xml","Terrain","24","14","tile_ripple_middle"
"level_01.xml","Terrain","25","14","tile_ripple_middle"
"level_01.xml","Terrain","26","14","tile_ripple_middle"
"level_01.xml","Terrain","27","14","tile_ripple_middle"
"level_01.xml","Terrain","28","14","tile_ripple_middle"
"level_01.xml","Terrain","29","14","tile_ripple_middle"
"level_01.xml","Terrain","30","14","tile_ripple_middle"
"level_01.xml","Terrain","31","14","tile_ripple_middle"
"level_01.xml","Terrain","32","14","tile_ripple_middle"
"level_01.xml","Terrain","33","14","tile_ripple_middle"
"level_01.xml","Terrain","34","14","tile_ripple_middle"
"level_01.xml","Terrain","35","14","tile_ripple_middle"
"level_01.xml","Terrain","36","14","tile_ripple_middle"
"level_01.xml","Terrain","37","14","tile_ripple_middle"
"level_01.xml","Terrain","38","14","tile_ripple_middle"
"level_01.xml","Terrain","39","14","tile_ripple_right"
"level_01.xml","Terrain","44","14","boat_ripple_1"
"level_01.xml","Terrain","45","14","boat_ripple_3"
"level_01.xml","Terrain","46","14","boat_ripple_3"
"level_01.xml","Terrain","47","14","boat_ripple_2"
"level_01.xml","Terrain","48","14","boat_ripple_3"
"level_01.xml","Terrain","49","14","boat_ripple_4"
"level_01.xml","Terrain","20","15","tile_ripple_left"
"level_01.xml","Terrain","21","15","tile_ripple_middle"
"level_01.xml","Terrain","22","15","tile_ripple_middle"
"level_01.xml","Terrain","23","15","tile_ripple_middle"
"level_01.xml","Terrain","24","15","tile_ripple_middle"
"level_01.xml","Terrain","25","15","tile_ripple_middle"
"level_01.xml","Terrain","26","15","tile_ripple_middle"
"level_01.xml","Terrain","27","15","tile_ripple_middle"
"level_01.xml","Terrain","28","15","tile_ripple_middle"
"level_01.xml","Terrain","29","15","tile_ripple_middle"
"level_01.xml","Terrain","30","15","tile_ripple_middle"
"level_01.xml","Terrain","31","15","tile_ripple_middle"
"level_01.xml","Terrain","32","15","tile_ripple_middle"
"level_01.xml","Terrain","33","15","tile_ripple_middle"
"level_01.xml","Terrain","34","15","tile_ripple_middle"
"level_01.xml","Terrain","35","15","tile_ripple_middle"
"level_01.xml","Terrain","36","15","tile_ripple_middle"
"level_01.xml","Terrain","37","15","tile_ripple_middle"
"level_01.xml","Terrain","38","15","tile_ripple_middle"
"level_01.xml","Terrain","39","15","tile_ripple_right"
"level_01.xml","Terrain","20","16","tile_ripple_left"
"level_01.xml","Terrain","21","16","tile_ripple_middle"
"level_01.xml","Terrain","22","16","tile_ripple_middle"
"level_01.xml","Terrain","23","16","tile_ripple_middle"
"level_01.xml","Terrain","24","16","tile_ripple_middle"
"level_01.xml","Terrain","25","16","tile_ripple_middle"
"level_01.xml","Terrain","26","16","tile_ripple_middle"
"level_01.xml","Terrain","27","16","tile_ripple_middle"
"level_01.xml","Terrain","28","16","tile_ripple_middle"
"level_01.xml","Terrain","29","16","tile_ripple_middle"
"level_01.xml","Terrain","30","16","tile_ripple_middle"
"level_01.xml","Terrain","31","16","tile_ripple_middle"
"level_01.xml","Terrain","32","16","tile_ripple_middle"
"level_01.xml","Terrain","33","16","tile_ripple_middle"
"level_01.xml","Terrain","34","16","tile_ripple_middle"
"level_01.xml","Terrain","35","16","tile_ripple_middle"
"level_01.xml","Terrain","36","16","tile_ripple_middle"
"level_01.xml","Terrain","37","16","tile_ripple_middle"
"level_01.xml","Terrain","38","16","tile_ripple_middle"
"level_01.xml","Terrain","39","16","tile_ripple_right"
"level_01.xml","Background","0","1","antichest"
"level_01.xml","Background","1","1","antichest"
"level_01.xml","Background","2","1","antichest"
"level_01.xml","Background","3","1","antichest"
"level_01.xml","Background","4","1","antichest"
"level_01.xml","Background","5","1","antichest"
"level_01.xml","Background","6","1","antichest"
"level_01.xml","Background","7","1","antichest"
"level_01.xml","Background","8","1","antichest"
"level_01.xml","Background","9","1","antichest"
"level_01.xml","Background","10","1","antichest"
"level_01.xml","Background","11","1","antichest"
"level_01.xml","Background","12","1","antichest"
"level_01.xml","Background","13","1","antichest"
"level_01.xml","Background","14","1","antichest"
"level_01.xml","Background","15","1","antichest"
"level_01.xml","Background","16","1","antichest"
"level_01.xml","Background","17","1","antichest"
"level_01.xml","Background","18","1","antichest"
"level_01.xml","Background","19","1","antichest"
"level_01.xml","Background","23","1","antichest"
"level_01.xml","Background","24","1","antichest"
"level_01.xml","Background","25","1","antichest"
"level_01.xml","Background","26","1","antichest"
"level_01.xml","Background","27","1","antichest"
"level_01.xml","Background","28","1","antichest"
"level_01.xml","Background","29","1","antichest"
"level_01.xml","Background","31","1","antichest"
"level_01.xml","Background","32","1","antichest"
"level_01.xml","Background","33","1","antichest"
"level_01.xml","Background","34","1","antichest"
"level_01.xml","Background","35","1","antichest"
"level_01.xml","Background","36","1","antichest"
"level_01.xml","Background","37","1","antichest"
"level_01.xml","Background","38","1","antichest"
"level_01.xml","Background","39","1","antichest"
"level_01.xml","Background","40","1","antichest"
"level_01.xml","Background","41","1","antichest"
"level_01.xml","Background","42","1","antichest"
"level_01.xml","Background","43","1","antichest"
"level_01.xml","Background","44","1","antichest"
"level_01.xml","Background","45","1","antichest"
"level_01.xml","Background","46","1","antichest"
"level_01.xml","Background","47","1","antichest"
"level_01.xml","Background","48","1","antichest"
"level_01.xml","Background","49","1","antichest"
"level_01.xml","Background","24","3","grass"
"level_01.xml","Background","25","3","rock_2"
"level_01.xml","Background","26","3","small_tree"
"level_01.xml","Background","27","3","grass"
"level_01.xml","Background","33","3","grass"
"level_01.xml","Background","34","3","big_tree"
"level_01.xml","Background","35","3","small_tree"
"level_01.xml","Background","36","3","rock_3"
"level_01.xml","Background","37","3","grass"
"level_01.xml","Background","4","4","mast_top"
"level_01.xml","Background","10","4","mast_top"
"level_01.xml","Background","46","4","mast_top"
"level_01.xml","Background","4","5","mast_middle"
"level_01.xml","Background","10","5","mast_middle"
"level_01.xml","Background","26","5","cave_middle_1"
"level_01.xml","Background","27","5","cave_middle_1"
"level_01.xml","Background","28","5","cave_middle_1"
"level_01.xml","Background","29","5","cave_edge_top"
"level_01.xml","Background","30","5","cave_edge_top"
"level_01.xml","Background","31","5","cave_edge_top"
"level_01.xml","Background","32","5","cave_middle_1"
"level_01.xml","Background","33","5","cave_middle_1"
"level_01.xml","Background","34","5","cave_middle_1"
"level_01.xml","Background","46","5","mast_middle"
"level_01.xml","Background","4","6","mast_middle"
"level_01.xml","Background","10","6","mast_middle"
"level_01.xml","Background","24","6","cave_edge_left"
"level_01.xml","Background","25","6","cave_middle_2"
"level_01.xml","Background","26","6","cave_middle_2"
"level_01.xml","Background","27","6","cave_middle_3"
"level_01.xml","Background","28","6","cave_middle_2"
"level_01.xml","Background","29","6","cave_middle_2"
"level_01.xml","Background","30","6","cave_middle_2"
"level_01.xml","Background","31","6","cave_middle_2"
"level_01.xml","Background","32","6","cave_middle_2"
"level_01.xml","Background","33","6","cave_middle_2"
"level_01.xml","Background","34","6","cave_middle_2"
"level_01.xml","Background","46","6","mast_middle"
"level_01.xml","Background","4","7","mast_middle"
"level_01.xml","Background","10","7","mast_middle"
"level_01.xml","Background","24","7","cave_edge_left"
"level_01.xml","Background","25","7","cave_middle_2"
"level_01.xml","Background","26","7","cave_middle_2"
"level_01.xml","Background","27","7","cave_middle_2"
"level_01.xml","Background","28","7","cave_middle_2"
"level_01.xml","Background","29","7","cave_middle_2"
"level_01.xml","Background","30","7","cave_rock_1"
"level_01.xml","Background","31","7","cave_middle_2"
"level_01.xml","Background","32","7","cave_middle_3"
"level_01.xml","Background","33","7","cave_middle_3"
"level_01.xml","Background","34","7","cave_middle_2"
"level_01.xml","Background","35","7","cave_edge_right"
"level_01.xml","Background","46","7","mast_middle"
"level_01.xml","Background","4","8","mast_middle"
"level_01.xml","Background","10","8","mast_middle"
"level_01.xml","Background","23","8","grass"
"level_01.xml","Background","24","8","cave_edge_left"
"level_01.xml","Background","25","8","cave_grass"
"level_01.xml","Background","26","8","cave_middle_2"
"level_01.xml","Background","27","8","cave_middle_1"
"level_01.xml","Background","28","8","cave_middle_1"
"level_01.xml","Background","29","8","cave_middle_2"
"level_01.xml","Background","30","8","cave_middle_3"
"level_01.xml","Background","31","8","cave_middle_2"
"level_01.xml","Background","32","8","cave_middle_2"
"level_01.xml","Background","33","8","cave_middle_1"
"level_01.xml","Background","34","8","cave_middle_2"
"level_01.xml","Background","35","8","cave_edge_right"
"level_01.xml","Background","46","8","mast_middle"
"level_01.xml","Background","4","9","mast_middle"
"level_01.xml","Background","10","9","mast_middle"
"level_01.xml","Background","24","9","cave_edge_left"
"level_01.xml","Background","26","9","cave_middle_2"
"level_01.xml","Background","27","9","cave_torch"
"level_01.xml","Background","29","9","cave_middle_1"
"level_01.xml","Background","30","9","cave_middle_1"
"level_01.xml","Background","31","9","cave_middle_1"
"level_01.xml","Background","32","9","cave_torch"
"level_01.xml","Background","34","9","cave_middle_2"
"level_01.xml","Background","35","9","cave_edge_right"
"level_01.xml","Background","46","9","mast_middle"
"level_01.xml","Background","4","10","mast_middle"
"level_01.xml","Background","10","10","mast_middle"
"level_01.xml","Background","26","10","cave_middle_2"
"level_01.xml","Background","29","10","cave_middle_2"
"level_01.xml","Background","30","10","cave_middle_1"
"level_01.xml","Background","31","10","cave_middle_1"
"level_01.xml","Background","34","10","cave_middle_1"
"level_01.xml","Background","35","10","cave_edge_right"
"level_01.xml","Background","46","10","mast_middle"
"level_01.xml","Background","4","11","mast_bottom"
"level_01.xml","Background","10","11","mast_bottom"
"level_01.xml","Background","21","11","clam"
"level_01.xml","Background","22","11","rock_1"
"level_01.xml","Background","26","11","cave_middle_2"
"level_01.xml","Background","27","11","cave_rock_3"
"level_01.xml","Background","28","11","cave_middle_2"
"level_01.xml","Background","29","11","cave_middle_1"
"level_01.xml","Background","30","11","cave_middle_2"
"level_01.xml","Background","31","11","cave_middle_2"
"level_01.xml","Background","32","11","cave_rock_1"
"level_01.xml","Background","33","11","cave_rock_2"
"level_01.xml","Background","34","11","cave_middle_2"
"level_01.xml","Background","35","11","cave_edge_right"
"level_01.xml","Background","36","11","big_shell"
"level_01.xml","Background","37","11","rock_3"
"level_01.xml","Background","46","11","mast_middle"
"level_02.xml","Terrain","5","4","grass_row_left"
"level_02.xml","Terrain","6","4","grass_row_middle"
"level_02.xml","Terrain","7","4","grass_row_middle"
"level_02.xml","Terrain","8","4","grass_row_right"
"level_02.xml","Terrain","21","4","grass_row_left"
"level_02.xml","Terrain","22","4","grass_row_middle"
"level_02.xml","Terrain","23","4","grass_row_right"
"level_02.xml","Terrain","32","4","grass_top_left"
"level_02.xml","Terrain","33","4","grass_top_middle_1"
"level_02.xml","Terrain","34","4","grass_top_right"
"level_02.xml","Terrain","32","5","earth_bottom_right"
"level_02.xml","Terrain","33","5","eartyh_bottom_middle"
"level_02.xml","Terrain","34","5","earth_bottom_left"
"level_02.xml","Terrain","41","5","grass_row_left"
"level_02.xml","Terrain","42","5","grass_row_middle"
"level_02.xml","Terrain","43","5","grass_row_right"
"level_02.xml","Terrain","13","7","grass_top_left"
"level_02.xml","Terrain","14","7","grass_top_middle_1"
"level_02.xml","Terrain","15","7","grass_top_middle_1"
"level_02.xml","Terrain","16","7","grass_top_right"
"level_02.xml","Terrain","13","8","earth_bottom_right"
"level_02.xml","Terrain","14","8","eartyh_bottom_middle"
"level_02.xml","Terrain","15","8","eartyh_bottom_middle"
"level_02.xml","Terrain","16","8","earth_bottom_left"
"level_02.xml","Terrain","23","8","grass_row_left"
"level_02.xml","Terrain","24","8","grass_row_middle"
"level_02.xml","Terrain","25","8","grass_row_middle"
"level_02.xml","Terrain","26","8","grass_row_middle"
"level_02.xml","Terrain","27","8","grass_row_right"
"level_02.xml","Terrain","37","9","grass_top_left"
"level_02.xml","Terrain","38","9","grass_top_middle_2"
"level_02.xml","Terrain","39","9","grass_top_middle_2"
"level_02.xml","Terrain","40","9","grass_top_middle_2"
"level_02.xml","Terrain","41","9","grass_top_right"
"level_02.xml","Terrain","37","10","earth_bottom_right"
"level_02.xml","Terrain","38","10","eartyh_bottom_middle"
"level_02.xml","Terrain","39","10","eartyh_bottom_middle"
"level_02.xml","Terrain","40","10","eartyh_bottom_middle"
"level_02.xml","Terrain","41","10","earth_bottom_left"
"level_02.xml","Terrain","4","11","grass_top_left"
"level_02.xml","Terrain","5","11","grass_top_middle_2"
"level_02.xml","Terrain","6","11","grass_top_middle_2"
"level_02.xml","Terrain","7","11","grass_top_right"
"level_02.xml","Terrain","4","12","earth_bottom_right"
"level_02.xml","Terrain","5","12","eartyh_bottom_middle"
"level_02.xml","Terrain","6","12","eartyh_bottom_middle"
"level_02.xml","Terrain","7","12","earth_bottom_left"
"level_02.xml","Terrain","20","14","grass_row_left"
"level_02.xml","Terrain","21","14","grass_row_middle"
"level_02.xml","Terrain","22","14","grass_row_middle"
"level_02.xml","Terrain","23","14","grass_row_right"
"level_02.xml","Terrain","30","14","grass_top_left"
"level_02.xml","Terrain","31","14","grass_top_middle_1"
"level_02.xml","Terrain","32","14","grass_top_middle_1"
"level_02.xml","Terrain","33","14","grass_top_right"
"level_02.xml","Terrain","30","15","earth_bottom_right"
"level_02.xml","Terrain","31","15","eartyh_bottom_middle"
"level_02.xml","Terrain","32","15","eartyh_bottom_middle"
"level_02.xml","Terrain","33","15","earth_bottom_left"
"level_02.xml","Terrain","9","16","grass_row_left"
"level_02.xml","Terrain","10","16","grass_row_middle"
"level_02.xml","Terrain","11","16","grass_row_middle"
"level_02.xml","Terrain","12","16","grass_row_right"
"level_02.xml","Terrain","38","16","grass_top_left"
"level_02.xml","Terrain","39","16","grass_top_middle_1"
"level_02.xml","Terrain","40","16","grass_top_right"
"level_02.xml","Terrain","38","17","earth_bottom_right"
"level_02.xml","Terrain","39","17","eartyh_bottom_middle"
"level_02.xml","Terrain","40","17","earth_bottom_left"
"level_02.xml","Terrain","23","18","grass_top_left"
"level_02.xml","Terrain","24","18","grass_top_middle_1"
"level_02.xml","Terrain","25","18","grass_top_right"
"level_02.xml","Terrain","23","19","earth_bottom_right"
"level_02.xml","Terrain","24","19","eartyh_bottom_middle"
"level_02.xml","Terrain","25","19","earth_bottom_left"
"level_02.xml","Terrain","43","19","grass_top_left"
"level_02.xml","Terrain","44","19","grass_top_middle_1"
"level_02.xml","Terrain","45","19","grass_top_middle_1"
"level_02.xml","Terrain","46","19","grass_top_right"
"level_02.xml","Terrain","43","20","earth_edge_left"
"level_02.xml","Terrain","44","20","earth_edge_middle_1"
"level_02.xml","Terrain","45","20","earth_edge_middle_1"
"level_02.xml","Terrain","46","20","earth_edge_right"
"level_02.xml","Terrain","11","21","grass_top_left"
"level_02.xml","Terrain","12","21","grass_top_middle_1"
"level_02.xml","Terrain","13","21","grass_top_middle_1"
"level_02.xml","Terrain","14","21","grass_top_right"
"level_02.xml","Terrain","18","21","grass_row_left"
"level_02.xml","Terrain","19","21","grass_row_middle"
"level_02.xml","Terrain","20","21","grass_row_right"
"level_02.xml","Terrain","33","21","grass_top_left"
"level_02.xml","Terrain","34","21","grass_top_middle_1"
"level_02.xml","Terrain","35","21","grass_top_right"
"level_02.xml","Terrain","43","21","earth_bottom_right"
"level_02.xml","Terrain","44","21","eartyh_bottom_middle"
"level_02.xml","Terrain","45","21","eartyh_bottom_middle"
"level_02.xml","Terrain","46","21","earth_bottom_left"
"level_02.xml","Terrain","3","22","grass_row_left"
"level_02.xml","Terrain","4","22","grass_row_middle"
"level_02.xml","Terrain","5","22","grass_row_middle"
"level_02.xml","Terrain","6","22","grass_row_right"
"level_02.xml","Terrain","11","22","earth_bottom_right"
"level_02.xml","Terrain","12","22","eartyh_bottom_middle"
"level_02.xml","Terrain","13","22","eartyh_bottom_middle"
"level_02.xml","Terrain","14","22","earth_bottom_left"
"level_02.xml","Terrain","33","22","earth_bottom_right"
"level_02.xml","Terrain","34","22","eartyh_bottom_middle"
"level_02.xml","Terrain","35","22","earth_bottom_left"
"level_02.xml","Terrain","27","23","grass_row_left"
"level_02.xml","Terrain","28","23","grass_row_middle"
"level_02.xml","Terrain","29","23","grass_row_right"
"level_02.xml","Background","6","3","rock_3"
"level_02.xml","Background","7","3","small_tree"
"level_02.xml","Background","22","3","rock_1"
"level_02.xml","Background","33","3","rock_3"
"level_02.xml","Background","34","3","small_tree"
"level_02.xml","Background","43","4","grass"
"level_02.xml","Background","14","6","big_tree"
"level_02.xml","Background","15","6","small_tree"
"level_02.xml","Background","25","7","grass"
"level_02.xml","Background","26","7","rock_2"
"level_02.xml","Background","38","8","grass"
"level_02.xml","Background","39","8","rock_2"
"level_02.xml","Background","40","8","rock_3"
"level_02.xml","Background","5","10","grass"
"level_02.xml","Background","21","13","grass"
"level_02.xml","Background","22","13","small_tree"
"level_02.xml","Background","31","13","grass"
"level_02.xml","Background","10","15","grass"
"level_02.xml","Background","11","15","rock_1"
"level_02.xml","Background","39","15","small_tree"
"level_02.xml","Background","40","15","grass"
"level_02.xml","Background","43","18","rock_3"
"level_02.xml","Background","45","18","big_tree"
"level_02.xml","Background","46","18","grass"
"level_02.xml","Background","12","20","grass"
"level_02.xml","Background","14","20","rock_3"
"level_02.xml","Background","19","20","grass"
"level_02.xml","Background","34","20","grass"
"level_02.xml","Background","4","21","big_tree"
"level_02.xml","Background","5","21","small_tree"
"level_02.xml","Background","6","21","rock_2"
"level_02.xml","Background","29","22","rock_3"
"level_03.xml","Terrain","8","7","crows_nest_2"
"level_03.xml","Terrain","9","7","crows_nest_1"
"level_03.xml","Terrain","20","7","grass_top_single"
"level_03.xml","Terrain","31","7","crows_nest_2"
"level_03.xml","Terrain","32","7","crows_nest_1"
"level_03.xml","Terrain","20","8","earth_single_collum"
"level_03.xml","Terrain","6","9","mast_end_left"
"level_03.xml","Terrain","7","9","mast_tile"
"level_03.xml","Terrain","8","9","mast_middle_2"
"level_03.xml","Terrain","9","9","mast_middle_1"
"level_03.xml","Terrain","10","9","mast_tile"
