class,method,static,constructor,parameters,source,line,accessor
com.nitrome.game.IngamePopup,IngamePopup,False,True,,__Packages/com/nitrome/game/IngamePopup.as,9,
com.nitrome.game.IngamePopup,onEnterFrame,False,False,,__Packages/com/nitrome/game/IngamePopup.as,16,
com.nitrome.game.IngamePopup,reset,False,False,,__Packages/com/nitrome/game/IngamePopup.as,78,
com.nitrome.game.IngameTextArea,IngameTextArea,False,True,,__Packages/com/nitrome/game/IngameTextArea.as,8,
com.nitrome.game.IngameTextArea,say,False,False,str,__Packages/com/nitrome/game/IngameTextArea.as,13,
com.nitrome.game.IngameTextArea,onEnterFrame,False,False,,__Packages/com/nitrome/game/IngameTextArea.as,21,
com.nitrome.game.MusicController,MusicController,False,True,,__Packages/com/nitrome/game/MusicController.as,11,
com.nitrome.game.MusicController,startMenuMusic,False,False,from_toggle,__Packages/com/nitrome/game/MusicController.as,21,
com.nitrome.game.MusicController,startGameMusic,False,False,from_toggle,__Packages/com/nitrome/game/MusicController.as,40,
com.nitrome.game.MusicController,getMusicOn,False,False,,__Packages/com/nitrome/game/MusicController.as,59,
com.nitrome.game.MusicController,toggleMusic,False,False,,__Packages/com/nitrome/game/MusicController.as,63,
com.nitrome.game.MusicController,turnOnMusic,False,False,,__Packages/com/nitrome/game/MusicController.as,74,
com.nitrome.game.MusicController,turnOffMusic,False,False,,__Packages/com/nitrome/game/MusicController.as,87,
com.nitrome.game.MusicController,getSfxOn,False,False,,__Packages/com/nitrome/game/MusicController.as,94,
com.nitrome.game.MusicController,toggleSfx,False,False,,__Packages/com/nitrome/game/MusicController.as,98,
com.nitrome.game.MusicController,turnOnSfx,False,False,,__Packages/com/nitrome/game/MusicController.as,109,
com.nitrome.game.MusicController,turnOffSfx,False,False,,__Packages/com/nitrome/game/MusicController.as,114,
com.nitrome.game.MusicToggle,MusicToggle,False,True,,__Packages/com/nitrome/game/MusicToggle.as,5,
com.nitrome.game.MusicToggle,onRollOver,False,False,,__Packages/com/nitrome/game/MusicToggle.as,17,
com.nitrome.game.MusicToggle,onRollOut,False,False,,__Packages/com/nitrome/game/MusicToggle.as,22,
com.nitrome.game.MusicToggle,onPress,False,False,,__Packages/com/nitrome/game/MusicToggle.as,26,
com.nitrome.game.MusicToggle,updateGraphic,False,False,mouse_is_over,__Packages/com/nitrome/game/MusicToggle.as,31,
com.nitrome.game.Preloader,Preloader,False,True,,__Packages/com/nitrome/game/Preloader.as,9,
com.nitrome.game.SfxManager,SfxManager,False,True,,__Packages/com/nitrome/game/SfxManager.as,5,
com.nitrome.game.SfxManager,playSound,False,False,id,__Packages/com/nitrome/game/SfxManager.as,9,
com.nitrome.game.SimpleButton,SimpleButton,False,True,,__Packages/com/nitrome/game/SimpleButton.as,5,
com.nitrome.game.SimpleButton,onLoad,False,False,,__Packages/com/nitrome/game/SimpleButton.as,9,
com.nitrome.game.SimpleButton,onRollOver,False,False,,__Packages/com/nitrome/game/SimpleButton.as,13,
com.nitrome.game.SimpleButton,onRollOut,False,False,,__Packages/com/nitrome/game/SimpleButton.as,17,
com.nitrome.game.TransitionTween,TransitionTween,False,True,,__Packages/com/nitrome/game/TransitionTween.as,7,
com.nitrome.game.TransitionTween,doTween,False,False,next_frame,__Packages/com/nitrome/game/TransitionTween.as,11,
com.nitrome.game.TransitionTween,doTweenWithFunction,False,False,next,__Packages/com/nitrome/game/TransitionTween.as,17,
com.nitrome.game.TransitionTween,performTask,False,False,,__Packages/com/nitrome/game/TransitionTween.as,23,
com.nitrome.game.WeaponSelectButton,WeaponSelectButton,False,True,,__Packages/com/nitrome/game/WeaponSelectButton.as,17,
com.nitrome.game.WeaponSelectButton,onLoad,False,False,,__Packages/com/nitrome/game/WeaponSelectButton.as,22,
com.nitrome.game.WeaponSelectButton,onRollOver,False,False,,__Packages/com/nitrome/game/WeaponSelectButton.as,26,
com.nitrome.game.WeaponSelectButton,onRollOut,False,False,,__Packages/com/nitrome/game/WeaponSelectButton.as,40,
com.nitrome.game.WeaponSelectButton,updateGraphic,False,False,,__Packages/com/nitrome/game/WeaponSelectButton.as,47,
com.nitrome.game.WeaponSelectButton,onEnterFrame,False,False,,__Packages/com/nitrome/game/WeaponSelectButton.as,64,
com.nitrome.game.WeaponSelectButton,onPress,False,False,,__Packages/com/nitrome/game/WeaponSelectButton.as,106,
com.nitrome.game.WeaponSelectPanel,WeaponSelectPanel,False,True,,__Packages/com/nitrome/game/WeaponSelectPanel.as,6,
com.nitrome.game.WeaponSelectPanel,onEnterFrame,False,False,,__Packages/com/nitrome/game/WeaponSelectPanel.as,12,
com.nitrome.highscore.ArrowButton,ArrowButton,False,True,,__Packages/com/nitrome/highscore/ArrowButton.as,5,
com.nitrome.highscore.ArrowButton,hideAway,False,False,,__Packages/com/nitrome/highscore/ArrowButton.as,9,
com.nitrome.highscore.ArrowButton,display,False,False,,__Packages/com/nitrome/highscore/ArrowButton.as,14,
com.nitrome.highscore.ArrowButton,onRollOver,False,False,,__Packages/com/nitrome/highscore/ArrowButton.as,19,
com.nitrome.highscore.ArrowButton,onRollOut,False,False,,__Packages/com/nitrome/highscore/ArrowButton.as,23,
com.nitrome.highscore.ArrowButton,onPress,False,False,,__Packages/com/nitrome/highscore/ArrowButton.as,27,
com.nitrome.highscore.ClearButton,ClearButton,False,True,,__Packages/com/nitrome/highscore/ClearButton.as,6,
com.nitrome.highscore.ClearButton,onPress,False,False,,__Packages/com/nitrome/highscore/ClearButton.as,10,
com.nitrome.highscore.HiscoreBoard,HiscoreBoard,False,True,,__Packages/com/nitrome/highscore/HiscoreBoard.as,12,
com.nitrome.highscore.HiscoreBoard,loadHiscores,False,False,min_rank,__Packages/com/nitrome/highscore/HiscoreBoard.as,17,
com.nitrome.highscore.HiscoreBoard,displayHiscores,False,False,data_string,__Packages/com/nitrome/highscore/HiscoreBoard.as,38,
com.nitrome.highscore.HiscoreBoard,getZeroFill,False,False,,__Packages/com/nitrome/highscore/HiscoreBoard.as,84,
com.nitrome.highscore.HiscoreBoard,getMaxDigits,False,False,,__Packages/com/nitrome/highscore/HiscoreBoard.as,88,
com.nitrome.highscore.HiscoreBoard,shiftScoresPrev,False,False,,__Packages/com/nitrome/highscore/HiscoreBoard.as,92,
com.nitrome.highscore.HiscoreBoard,shiftScoresNext,False,False,,__Packages/com/nitrome/highscore/HiscoreBoard.as,102,
com.nitrome.highscore.HiscoreBoard,displayHiscoresMTV,False,False,leaderboard,__Packages/com/nitrome/highscore/HiscoreBoard.as,108,
com.nitrome.highscore.HiscoreLine,HiscoreLine,False,True,,__Packages/com/nitrome/highscore/HiscoreLine.as,8,
com.nitrome.highscore.HiscoreLine,displayData,False,False,"rank, nametext, scoretext",__Packages/com/nitrome/highscore/HiscoreLine.as,13,
com.nitrome.highscore.HiscoreLine,hideAway,False,False,,__Packages/com/nitrome/highscore/HiscoreLine.as,46,
com.nitrome.highscore.LetterButton,LetterButton,False,True,,__Packages/com/nitrome/highscore/LetterButton.as,7,
com.nitrome.highscore.LetterButton,onLoad,False,False,,__Packages/com/nitrome/highscore/LetterButton.as,12,
com.nitrome.highscore.LetterButton,onRollOver,False,False,,__Packages/com/nitrome/highscore/LetterButton.as,16,
com.nitrome.highscore.LetterButton,onRollOut,False,False,,__Packages/com/nitrome/highscore/LetterButton.as,21,
com.nitrome.highscore.LetterButton,onPress,False,False,,__Packages/com/nitrome/highscore/LetterButton.as,26,
com.nitrome.highscore.ScoreSubmitPanel,ScoreSubmitPanel,False,True,,__Packages/com/nitrome/highscore/ScoreSubmitPanel.as,9,
com.nitrome.highscore.ScoreSubmitPanel,onLoad,False,False,,__Packages/com/nitrome/highscore/ScoreSubmitPanel.as,13,
com.nitrome.highscore.ScoreSubmitPanel,addLetter,False,False,l,__Packages/com/nitrome/highscore/ScoreSubmitPanel.as,18,
com.nitrome.highscore.ScoreSubmitPanel,getNameText,False,False,,__Packages/com/nitrome/highscore/ScoreSubmitPanel.as,30,
com.nitrome.highscore.ScoreSubmitPanel,clearName,False,False,,__Packages/com/nitrome/highscore/ScoreSubmitPanel.as,34,
com.nitrome.highscore.SubmitButton,SubmitButton,False,True,,__Packages/com/nitrome/highscore/SubmitButton.as,7,
com.nitrome.highscore.SubmitButton,onRelease,False,False,,__Packages/com/nitrome/highscore/SubmitButton.as,13,
com.nitrome.highscore.SubmitButton,submitScore,False,False,,__Packages/com/nitrome/highscore/SubmitButton.as,25,
com.nitrome.highscore.SubmitButton,enable,False,False,,__Packages/com/nitrome/highscore/SubmitButton.as,38,
com.nitrome.highscore.SubmitButton,disable,False,False,,__Packages/com/nitrome/highscore/SubmitButton.as,43,
com.nitrome.highscore.SubmitButton,onRollOver,False,False,,__Packages/com/nitrome/highscore/SubmitButton.as,48,
com.nitrome.highscore.SubmitButton,onRollOut,False,False,,__Packages/com/nitrome/highscore/SubmitButton.as,61,
com.nitrome.pirate.MenuBackgroundAnim,MenuBackgroundAnim,False,True,,__Packages/com/nitrome/pirate/MenuBackgroundAnim.as,7,
com.nitrome.pirate.MenuBackgroundAnim,onEnterFrame,False,False,,__Packages/com/nitrome/pirate/MenuBackgroundAnim.as,11,
com.nitrome.throwgame.Anchor,Anchor,False,True,,__Packages/com/nitrome/throwgame/Anchor.as,31,
com.nitrome.throwgame.Anchor,advance,False,False,,__Packages/com/nitrome/throwgame/Anchor.as,43,
com.nitrome.throwgame.Anchor,contact,False,False,side,__Packages/com/nitrome/throwgame/Anchor.as,81,
com.nitrome.throwgame.Anchor,place,False,False,"x, y",__Packages/com/nitrome/throwgame/Anchor.as,120,
com.nitrome.throwgame.Anchor,randomThrows,False,False,count,__Packages/com/nitrome/throwgame/Anchor.as,125,
com.nitrome.throwgame.Anchor,aiPerform,False,False,details,__Packages/com/nitrome/throwgame/Anchor.as,150,
com.nitrome.throwgame.Banana,Banana,False,True,,__Packages/com/nitrome/throwgame/Banana.as,23,
com.nitrome.throwgame.Banana,contact,False,False,side,__Packages/com/nitrome/throwgame/Banana.as,35,
com.nitrome.throwgame.Banana,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/Banana.as,43,
com.nitrome.throwgame.Banana,fire,False,False,"vx, vy",__Packages/com/nitrome/throwgame/Banana.as,116,
com.nitrome.throwgame.Boulder,Boulder,False,True,,__Packages/com/nitrome/throwgame/Boulder.as,21,
com.nitrome.throwgame.Boulder,release,False,False,,__Packages/com/nitrome/throwgame/Boulder.as,33,
com.nitrome.throwgame.Boulder,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/Boulder.as,39,
com.nitrome.throwgame.BoxWeapon,BoxWeapon,False,True,linkageName,__Packages/com/nitrome/throwgame/BoxWeapon.as,22,
com.nitrome.throwgame.BoxWeapon,advance,False,False,,__Packages/com/nitrome/throwgame/BoxWeapon.as,33,
com.nitrome.throwgame.BoxWeapon,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/BoxWeapon.as,85,
com.nitrome.throwgame.BoxWeapon,place,False,False,"x, y",__Packages/com/nitrome/throwgame/BoxWeapon.as,93,
com.nitrome.throwgame.BoxWeapon,canPlace,False,False,"px, py",__Packages/com/nitrome/throwgame/BoxWeapon.as,119,
com.nitrome.throwgame.BoxWeapon,explode,False,False,,__Packages/com/nitrome/throwgame/BoxWeapon.as,251,
com.nitrome.throwgame.BoxWeapon,aiSimulation,False,False,,__Packages/com/nitrome/throwgame/BoxWeapon.as,264,
com.nitrome.throwgame.BoxWeapon,aiPerform,False,False,details,__Packages/com/nitrome/throwgame/BoxWeapon.as,316,
com.nitrome.throwgame.BoxWeapon,aiContinue,False,False,,__Packages/com/nitrome/throwgame/BoxWeapon.as,321,
com.nitrome.throwgame.Cannon,Cannon,False,True,,__Packages/com/nitrome/throwgame/Cannon.as,31,
com.nitrome.throwgame.Cannon,release,False,False,,__Packages/com/nitrome/throwgame/Cannon.as,40,
com.nitrome.throwgame.Cannon,update,False,False,,__Packages/com/nitrome/throwgame/Cannon.as,45,
com.nitrome.throwgame.Cannon,advance,False,False,,__Packages/com/nitrome/throwgame/Cannon.as,55,
com.nitrome.throwgame.Cannon,fire,False,False,"vx, vy",__Packages/com/nitrome/throwgame/Cannon.as,167,
com.nitrome.throwgame.Cannon,randomThrows,False,False,count,__Packages/com/nitrome/throwgame/Cannon.as,179,
com.nitrome.throwgame.Cannon,aiPerform,False,False,details,__Packages/com/nitrome/throwgame/Cannon.as,215,
com.nitrome.throwgame.Cannonball,Cannonball,False,True,,__Packages/com/nitrome/throwgame/Cannonball.as,23,
com.nitrome.throwgame.Cannonball,setSimulation,False,False,,__Packages/com/nitrome/throwgame/Cannonball.as,30,
com.nitrome.throwgame.Cannonball,isSimulationFinished,False,False,,__Packages/com/nitrome/throwgame/Cannonball.as,34,
com.nitrome.throwgame.Cannonball,contact,False,False,side,__Packages/com/nitrome/throwgame/Cannonball.as,38,
com.nitrome.throwgame.Cannonball,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/Cannonball.as,56,
com.nitrome.throwgame.Cannonball,advance,False,False,,__Packages/com/nitrome/throwgame/Cannonball.as,73,
com.nitrome.throwgame.Character,Character,False,True,linkageName,__Packages/com/nitrome/throwgame/Character.as,56,
com.nitrome.throwgame.Character,setWeapons,False,False,weaponsAttributes,__Packages/com/nitrome/throwgame/Character.as,71,
com.nitrome.throwgame.Character,show,False,False,,__Packages/com/nitrome/throwgame/Character.as,100,
com.nitrome.throwgame.Character,hide,False,False,,__Packages/com/nitrome/throwgame/Character.as,105,
com.nitrome.throwgame.Character,updateOverlay,False,False,,__Packages/com/nitrome/throwgame/Character.as,110,
com.nitrome.throwgame.Character,advance,False,False,,__Packages/com/nitrome/throwgame/Character.as,146,
com.nitrome.throwgame.Character,randomThrows,False,False,count,__Packages/com/nitrome/throwgame/Character.as,254,
com.nitrome.throwgame.Character,targetingVoodoo,False,False,,__Packages/com/nitrome/throwgame/Character.as,287,
com.nitrome.throwgame.Character,aiStart,False,False,,__Packages/com/nitrome/throwgame/Character.as,291,
com.nitrome.throwgame.Character,aiThink,False,False,,__Packages/com/nitrome/throwgame/Character.as,299,
com.nitrome.throwgame.Character,contact,False,False,side,__Packages/com/nitrome/throwgame/Character.as,697,
com.nitrome.throwgame.Character,release,False,False,,__Packages/com/nitrome/throwgame/Character.as,721,
com.nitrome.throwgame.Character,twang,False,False,,__Packages/com/nitrome/throwgame/Character.as,742,
com.nitrome.throwgame.Character,weaponOrPlayer,False,False,,__Packages/com/nitrome/throwgame/Character.as,748,
com.nitrome.throwgame.Character,equip,False,False,index,__Packages/com/nitrome/throwgame/Character.as,756,
com.nitrome.throwgame.Character,unequip,False,False,,__Packages/com/nitrome/throwgame/Character.as,837,
com.nitrome.throwgame.Character,weaponExpired,False,False,,__Packages/com/nitrome/throwgame/Character.as,847,
com.nitrome.throwgame.Character,subtractHealth,False,False,amount,__Packages/com/nitrome/throwgame/Character.as,863,
com.nitrome.throwgame.Character,numberOfWeapon,False,False,weapon,__Packages/com/nitrome/throwgame/Character.as,872,
com.nitrome.throwgame.Character,firstIndexOfWeapon,False,False,weapon,__Packages/com/nitrome/throwgame/Character.as,886,
com.nitrome.throwgame.Character,weaponIsInfinite,False,False,weapon,__Packages/com/nitrome/throwgame/Character.as,899,
com.nitrome.throwgame.CherryBomb,CherryBomb,False,True,,__Packages/com/nitrome/throwgame/CherryBomb.as,16,
com.nitrome.throwgame.CherryBomb,contact,False,False,side,__Packages/com/nitrome/throwgame/CherryBomb.as,25,
com.nitrome.throwgame.CherryBomb,advance,False,False,,__Packages/com/nitrome/throwgame/CherryBomb.as,41,
com.nitrome.throwgame.Controller,Controller,False,True,,__Packages/com/nitrome/throwgame/Controller.as,33,
com.nitrome.throwgame.Controller,startGame,True,False,"rootClip, raw",__Packages/com/nitrome/throwgame/Controller.as,36,
com.nitrome.throwgame.Controller,changeLevel,True,False,levelNumber,__Packages/com/nitrome/throwgame/Controller.as,75,
com.nitrome.throwgame.Controller,unloadLevel,True,False,,__Packages/com/nitrome/throwgame/Controller.as,88,
com.nitrome.throwgame.Controller,endGame,True,False,,__Packages/com/nitrome/throwgame/Controller.as,118,
com.nitrome.throwgame.Controller,get1PLevelScore,True,False,,__Packages/com/nitrome/throwgame/Controller.as,125,
com.nitrome.throwgame.Controller,nextTurn,True,False,,__Packages/com/nitrome/throwgame/Controller.as,136,
com.nitrome.throwgame.Controller,getLine,True,False,line,__Packages/com/nitrome/throwgame/Controller.as,196,
com.nitrome.throwgame.Controller,enterFrame,True,False,,__Packages/com/nitrome/throwgame/Controller.as,200,
com.nitrome.throwgame.Controller,setSkyColour,True,False,colour,__Packages/com/nitrome/throwgame/Controller.as,287,
com.nitrome.throwgame.Debris,Debris,False,True,"parent, linkageName",__Packages/com/nitrome/throwgame/Debris.as,5,
com.nitrome.throwgame.Dynamite,Dynamite,False,True,,__Packages/com/nitrome/throwgame/Dynamite.as,21,
com.nitrome.throwgame.Dynamite,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/Dynamite.as,32,
com.nitrome.throwgame.Dynamite,advance,False,False,,__Packages/com/nitrome/throwgame/Dynamite.as,58,
com.nitrome.throwgame.Explosion,Explosion,False,True,"x, y, size, maxDamage, caster",__Packages/com/nitrome/throwgame/Explosion.as,8,
com.nitrome.throwgame.Explosion,hit,False,False,,__Packages/com/nitrome/throwgame/Explosion.as,20,
com.nitrome.throwgame.GunpowderBarrel,GunpowderBarrel,False,True,,__Packages/com/nitrome/throwgame/GunpowderBarrel.as,8,
com.nitrome.throwgame.GunpowderBarrel,explode,False,False,,__Packages/com/nitrome/throwgame/GunpowderBarrel.as,13,
com.nitrome.throwgame.Map,Map,False,True,,__Packages/com/nitrome/throwgame/Map.as,8,
com.nitrome.throwgame.Map,show,False,False,,__Packages/com/nitrome/throwgame/Map.as,14,
com.nitrome.throwgame.Map,reset,False,False,,__Packages/com/nitrome/throwgame/Map.as,20,
com.nitrome.throwgame.Map,drawTiles,False,False,,__Packages/com/nitrome/throwgame/Map.as,25,
com.nitrome.throwgame.Map,drawActive,False,False,,__Packages/com/nitrome/throwgame/Map.as,54,
com.nitrome.throwgame.Map,dot,False,False,"target, x, y, offset, color, alpha",__Packages/com/nitrome/throwgame/Map.as,106,
com.nitrome.throwgame.Mine,Mine,False,True,,__Packages/com/nitrome/throwgame/Mine.as,32,
com.nitrome.throwgame.Mine,advance,False,False,,__Packages/com/nitrome/throwgame/Mine.as,46,
com.nitrome.throwgame.Mine,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/Mine.as,55,
com.nitrome.throwgame.Mine,checkForProximity,False,False,,__Packages/com/nitrome/throwgame/Mine.as,88,
com.nitrome.throwgame.Mine,explode,False,False,,__Packages/com/nitrome/throwgame/Mine.as,143,
com.nitrome.throwgame.ParachuteBomb,ParachuteBomb,False,True,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,23,
com.nitrome.throwgame.ParachuteBomb,contact,False,False,side,__Packages/com/nitrome/throwgame/ParachuteBomb.as,33,
com.nitrome.throwgame.ParachuteBomb,twangPrediction,False,False,obj,__Packages/com/nitrome/throwgame/ParachuteBomb.as,49,
com.nitrome.throwgame.ParachuteBomb,advanceMotion,False,False,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,62,
com.nitrome.throwgame.ParachuteBomb,advance,False,False,,__Packages/com/nitrome/throwgame/ParachuteBomb.as,124,
com.nitrome.throwgame.PiecesOfEight,PiecesOfEight,False,True,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,28,
com.nitrome.throwgame.PiecesOfEight,contact,False,False,side,__Packages/com/nitrome/throwgame/PiecesOfEight.as,37,
com.nitrome.throwgame.PiecesOfEight,advance,False,False,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,50,
com.nitrome.throwgame.PiecesOfEight,next,False,False,explode,__Packages/com/nitrome/throwgame/PiecesOfEight.as,73,
com.nitrome.throwgame.PiecesOfEight,aiContinue,False,False,,__Packages/com/nitrome/throwgame/PiecesOfEight.as,99,
com.nitrome.throwgame.RumBottle,RumBottle,False,True,,__Packages/com/nitrome/throwgame/RumBottle.as,25,
com.nitrome.throwgame.RumBottle,contact,False,False,side,__Packages/com/nitrome/throwgame/RumBottle.as,35,
com.nitrome.throwgame.RumBottle,advance,False,False,,__Packages/com/nitrome/throwgame/RumBottle.as,67,
com.nitrome.throwgame.Seagull,Seagull,False,True,,__Packages/com/nitrome/throwgame/Seagull.as,17,
com.nitrome.throwgame.Seagull,place,False,False,"x, y",__Packages/com/nitrome/throwgame/Seagull.as,31,
com.nitrome.throwgame.Seagull,advance,False,False,,__Packages/com/nitrome/throwgame/Seagull.as,47,
com.nitrome.throwgame.Seagull,endShot,False,False,shot,__Packages/com/nitrome/throwgame/Seagull.as,120,
com.nitrome.throwgame.Seagull,destroy,False,False,,__Packages/com/nitrome/throwgame/Seagull.as,132,
