symbol_id,bounds_type,xmin_px,ymin_px,xmax_px,ymax_px
457,shapeBounds,0.0,0.0,32.0,32.0
460,shapeBounds,0.0,0.0,32.0,32.0
463,shapeBounds,-121.95,-59.95,121.95,71.95
467,shapeBounds,0.0,0.0,32.0,32.0
470,shapeBounds,0.0,0.0,32.0,32.0
473,shapeBounds,0.0,0.0,32.0,32.0
476,shapeBounds,0.0,0.0,32.0,32.0
479,shapeBounds,0.0,0.0,32.0,32.0
482,shapeBounds,0.0,-1.0,32.0,32.0
485,shapeBounds,0.0,-1.0,32.0,32.0
488,shapeBounds,0.0,-1.0,32.0,32.0
491,shapeBounds,0.0,-1.0,32.0,32.0
494,shapeBounds,0.0,-1.0,32.0,32.0
497,shapeBounds,0.0,1.0,34.0,32.0
500,shapeBounds,-2.0,1.0,32.0,32.0
503,shapeBounds,24.0,0.0,40.0,32.0
506,shapeBounds,24.0,0.0,40.0,32.0
509,shapeBounds,24.0,0.0,40.0,32.0
512,shapeBounds,0.0,0.0,32.0,32.0
515,shapeBounds,0.0,0.0,32.0,32.0
518,shapeBounds,0.0,0.0,32.0,32.0
521,shapeBounds,-11.0,0.0,32.0,32.0
524,shapeBounds,0.0,0.0,32.0,32.0
527,shapeBounds,0.0,0.0,43.0,32.0
530,shapeBounds,0.0,0.0,32.0,32.0
533,shapeBounds,-4.0,0.0,32.0,32.0
536,shapeBounds,0.0,0.0,32.0,32.0
539,shapeBounds,0.0,0.0,32.0,32.0
542,shapeBounds,0.0,0.0,32.0,32.0
545,shapeBounds,0.0,0.0,32.0,32.0
548,shapeBounds,0.0,0.0,32.0,32.0
551,shapeBounds,0.0,0.0,32.0,32.0
554,shapeBounds,0.0,0.0,32.0,32.0
557,shapeBounds,0.0,0.0,32.0,32.0
560,shapeBounds,0.0,0.0,32.0,32.0
563,shapeBounds,0.0,0.0,32.0,32.0
566,shapeBounds,0.0,0.0,32.0,32.0
569,shapeBounds,0.0,-5.0,32.0,32.0
572,shapeBounds,-2.0,10.0,34.0,32.0
575,shapeBounds,0.0,0.0,36.0,32.0
578,shapeBounds,-101.0,-76.0,101.0,76.0
580,shapeBounds,-17.5,-19.0,17.5,19.0
584,shapeBounds,-17.5,-19.0,17.5,19.0
587,shapeBounds,-70.0,0.0,70.0,24.0
591,shapeBounds,0.0,0.0,192.0,129.0
593,shapeBounds,15.5,62.0,177.5,125.0
595,shapeBounds,20.0,29.0,173.0,125.0
597,shapeBounds,30.5,50.0,162.5,125.0
599,shapeBounds,6.5,59.0,186.5,125.0
601,shapeBounds,24.5,59.0,168.5,125.0
603,shapeBounds,-12.0,8.0,189.0,125.0
605,shapeBounds,-82.0,29.0,275.0,125.0
607,shapeBounds,54.5,65.0,138.5,125.0
609,shapeBounds,56.0,11.0,137.0,125.0
611,shapeBounds,2.0,32.0,191.0,125.0
613,shapeBounds,-25.0,17.0,218.0,125.0
615,shapeBounds,59.0,53.0,134.0,125.0
617,shapeBounds,24.5,53.0,168.5,125.0
619,shapeBounds,24.5,35.0,168.5,125.0
621,shapeBounds,-44.5,77.0,237.5,125.0
623,shapeBounds,18.5,23.0,174.5,125.0
625,shapeBounds,-38.5,53.0,231.5,125.0
627,shapeBounds,29.0,14.0,164.0,125.0
633,shapeBounds,0.0,0.0,51.0,77.0
635,shapeBounds,-12.0,-11.0,12.0,11.0
637,shapeBounds,-12.0,-21.0,10.0,14.0
639,shapeBounds,-14.0,-12.0,12.0,11.0
641,shapeBounds,-17.0,-21.0,17.0,11.0
643,shapeBounds,-14.0,-11.0,11.0,11.0
645,shapeBounds,-20.0,-14.0,16.0,12.0
647,shapeBounds,-22.0,-44.0,17.0,12.0
649,shapeBounds,-10.0,-11.0,8.0,11.0
651,shapeBounds,-18.0,-24.0,18.0,11.0
653,shapeBounds,-15.0,-15.0,13.0,11.0
655,shapeBounds,-20.0,-10.0,18.0,10.0
657,shapeBounds,-12.0,-12.0,12.0,11.0
659,shapeBounds,-16.0,-14.0,14.0,11.0
661,shapeBounds,-14.0,-24.0,13.0,11.0
663,shapeBounds,-22.0,-44.0,17.0,12.0
667,shapeBounds,-23.0,-26.0,28.0,51.0
670,shapeBounds,-100.0,0.0,100.0,24.0
675,shapeBounds,-81.25,0.0,81.25,24.0
684,shapeBounds,0.0,0.0,21.0,26.0
687,shapeBounds,0.0,0.0,228.0,255.0
689,shapeBounds,-17.0,-16.0,17.0,16.0
692,shapeBounds,0.0,0.0,32.0,32.0
694,shapeBounds,0.0,0.0,32.0,32.0
696,shapeBounds,0.0,0.0,32.0,32.0
698,shapeBounds,0.0,0.0,32.0,32.0
700,shapeBounds,0.0,0.0,32.0,32.0
702,shapeBounds,0.0,0.0,32.0,32.0
704,shapeBounds,0.0,0.0,32.0,32.0
706,shapeBounds,0.0,0.0,32.0,32.0
709,shapeBounds,0.0,0.0,32.0,32.0
711,shapeBounds,0.0,0.0,32.0,32.0
713,shapeBounds,0.0,0.0,32.0,32.0
715,shapeBounds,0.0,0.0,32.0,32.0
717,shapeBounds,0.0,0.0,32.0,32.0
719,shapeBounds,0.0,0.0,32.0,32.0
721,shapeBounds,0.0,0.0,32.0,32.0
723,shapeBounds,0.0,0.0,32.0,32.0
726,shapeBounds,0.0,0.0,33.0,32.0
728,shapeBounds,0.0,0.0,33.0,32.0
730,shapeBounds,0.0,0.0,33.0,32.0
732,shapeBounds,0.0,0.0,33.0,32.0
734,shapeBounds,0.0,0.0,33.0,32.0
736,shapeBounds,0.0,0.0,33.0,32.0
738,shapeBounds,0.0,0.0,33.0,32.0
740,shapeBounds,0.0,0.0,33.0,32.0
743,shapeBounds,0.0,0.0,33.0,32.0
745,shapeBounds,0.0,0.0,33.0,32.0
747,shapeBounds,0.0,0.0,33.0,32.0
749,shapeBounds,0.0,0.0,33.0,32.0
751,shapeBounds,0.0,0.0,33.0,32.0
753,shapeBounds,0.0,0.0,33.0,32.0
755,shapeBounds,0.0,0.0,33.0,32.0
757,shapeBounds,0.0,0.0,33.0,32.0
760,shapeBounds,-11.0,-14.0,14.0,11.0
762,shapeBounds,-11.0,-14.0,14.0,11.0
764,shapeBounds,-11.0,-14.0,14.0,11.0
766,shapeBounds,-11.0,-14.0,14.0,11.0
769,shapeBounds,0.0,0.0,28.0,32.0
772,shapeBounds,0.0,0.0,28.0,32.0
775,shapeBounds,0.0,0.0,28.0,32.0
778,shapeBounds,0.0,0.0,28.0,32.0
782,shapeBounds,0.0,0.0,244.0,132.0
785,shapeBounds,0.0,0.0,211.9,12.5
790,shapeBounds,-15.0,-16.0,229.0,115.5
797,shapeBounds,-179.95,-89.95,180.0,100.0
807,shapeBounds,-17.0,0.0,19.0,24.0
810,shapeBounds,-70.0,36.0,70.0,63.0
811,shapeBounds,-62.0,1.0,34.0,9.0
815,shapeBounds,0.0,0.0,99.0,74.0
816,shapeBounds,-275.0,-200.0,275.0,200.0
819,shapeBounds,-60.0,0.0,55.0,24.0
825,shapeBounds,0.0,0.0,397.0,261.0
832,shapeBounds,218.0,16.0,332.0,115.0
833,shapeBounds,-25.0,-25.0,25.0,25.0
837,shapeBounds,-10.0,-22.0,10.0,10.0
839,shapeBounds,-10.0,-22.0,10.0,10.0
841,shapeBounds,-10.0,-22.0,10.0,10.0
843,shapeBounds,-10.0,-22.0,10.0,10.0
846,shapeBounds,-8.0,-8.0,27.0,8.0
849,shapeBounds,-19.0,-19.0,27.0,19.0
852,shapeBounds,-10.0,-10.0,10.0,10.0
855,shapeBounds,-8.0,-8.0,9.0,9.0
857,shapeBounds,-8.0,-8.0,9.0,9.0
859,shapeBounds,-8.0,-8.0,9.0,9.0
861,shapeBounds,-8.0,-8.0,9.0,9.0
863,shapeBounds,-8.0,-8.0,9.0,9.0
865,shapeBounds,-8.0,-8.0,9.0,9.0
868,shapeBounds,-32.0,-32.0,32.0,32.0
871,shapeBounds,-32.0,-32.0,32.0,32.0
874,shapeBounds,-5.0,-15.0,17.0,12.0
876,shapeBounds,-5.0,-15.0,17.0,12.0
878,shapeBounds,-5.0,-15.0,17.0,12.0
880,shapeBounds,-5.0,-15.0,17.0,12.0
883,shapeBounds,-7.0,-7.0,8.0,8.0
886,shapeBounds,-9.0,-30.0,10.0,1.0
888,shapeBounds,-9.0,-30.0,10.0,1.0
890,shapeBounds,-9.0,-30.0,10.0,1.0
892,shapeBounds,-9.0,-30.0,10.0,1.0
894,shapeBounds,-9.0,-30.0,10.0,1.0
896,shapeBounds,-9.0,-30.0,10.0,1.0
898,shapeBounds,-9.0,-30.0,10.0,1.0
900,shapeBounds,-9.0,-30.0,10.0,1.0
902,shapeBounds,-9.0,-30.0,10.0,1.0
904,shapeBounds,-9.0,-30.0,10.0,1.0
907,shapeBounds,-9.0,-33.0,9.0,15.0
909,shapeBounds,-9.0,-33.0,9.0,15.0
911,shapeBounds,-9.0,-33.0,9.0,15.0
913,shapeBounds,-9.0,-33.0,9.0,15.0
915,shapeBounds,-9.0,-33.0,9.0,15.0
917,shapeBounds,-9.0,-33.0,9.0,15.0
920,shapeBounds,-13.0,-7.0,14.0,8.0
923,shapeBounds,-12.0,-26.0,12.0,12.0
925,shapeBounds,-12.0,-26.0,12.0,12.0
927,shapeBounds,-12.0,-26.0,12.0,12.0
929,shapeBounds,-12.0,-26.0,12.0,12.0
932,shapeBounds,0.0,0.0,34.0,39.0
936,shapeBounds,-17.0,-46.0,17.0,-7.0
938,shapeBounds,-17.0,-46.0,17.0,-7.0
941,shapeBounds,-16.0,-16.0,16.0,16.0
943,shapeBounds,-29.0,-19.0,25.0,26.0
945,shapeBounds,0.0,0.0,62.0,64.0
947,shapeBounds,0.0,0.0,62.0,64.0
949,shapeBounds,0.0,0.0,62.0,64.0
951,shapeBounds,0.0,0.0,62.0,64.0
953,shapeBounds,0.0,0.0,62.0,64.0
955,shapeBounds,0.0,0.0,62.0,64.0
957,shapeBounds,0.0,0.0,62.0,64.0
960,shapeBounds,-29.0,-19.0,25.0,26.0
962,shapeBounds,-29.0,-19.0,25.0,26.0
964,shapeBounds,-29.0,-19.0,25.0,26.0
967,shapeBounds,-16.0,-16.0,17.0,16.0
970,shapeBounds,-7.0,-12.0,6.0,8.0
973,shapeBounds,-13.0,-10.0,13.0,10.0
975,shapeBounds,-13.0,-10.0,13.0,10.0
977,shapeBounds,-13.0,-10.0,13.0,10.0
979,shapeBounds,-13.0,-10.0,13.0,10.0
981,shapeBounds,-13.0,-9.0,12.0,9.0
984,shapeBounds,0.0,0.0,98.0,98.0
987,shapeBounds,0.0,0.0,27.0,13.0
989,shapeBounds,0.0,0.0,27.0,13.0
991,shapeBounds,0.0,0.0,27.0,13.0
993,shapeBounds,0.0,0.0,27.0,13.0
995,shapeBounds,0.0,0.0,27.0,13.0
997,shapeBounds,0.0,0.0,27.0,13.0
999,shapeBounds,0.0,0.0,27.0,13.0
1001,shapeBounds,0.0,0.0,27.0,13.0
1005,shapeBounds,-18.0,-18.0,20.0,17.0
1007,shapeBounds,-18.0,-18.0,20.0,17.0
1009,shapeBounds,-18.0,-18.0,20.0,17.0
1011,shapeBounds,-18.0,-18.0,20.0,17.0
1013,shapeBounds,-18.0,-18.0,20.0,17.0
1015,shapeBounds,-18.0,-18.0,20.0,17.0
1017,shapeBounds,-18.0,-18.0,20.0,17.0
1019,shapeBounds,-18.0,-18.0,20.0,17.0
1021,shapeBounds,-18.0,-18.0,20.0,17.0
1023,shapeBounds,-18.0,-18.0,20.0,17.0
1026,shapeBounds,-9.0,-14.0,10.0,12.0
1029,shapeBounds,-310.0,-343.0,189.0,2.0
1031,shapeBounds,-310.0,-343.0,189.0,2.0
1033,shapeBounds,-310.0,-343.0,189.0,2.0
1035,shapeBounds,-310.0,-343.0,189.0,2.0
1037,shapeBounds,-310.0,-343.0,189.0,2.0
1039,shapeBounds,-307.0,-350.0,168.0,2.0
1041,shapeBounds,-307.0,-350.0,168.0,2.0
1043,shapeBounds,-307.0,-350.0,168.0,2.0
1045,shapeBounds,-307.0,-350.0,168.0,2.0
1047,shapeBounds,-307.0,-350.0,168.0,2.0
1049,shapeBounds,-307.0,-350.0,168.0,2.0
1051,shapeBounds,-307.0,-350.0,168.0,2.0
1053,shapeBounds,-307.0,-350.0,168.0,2.0
1055,shapeBounds,-307.0,-350.0,168.0,2.0
1057,shapeBounds,-307.0,-350.0,168.0,2.0
1060,shapeBounds,-6.5,-3.5,6.5,3.5
1063,shapeBounds,-9.0,-7.0,9.0,7.0
1066,shapeBounds,-12.0,-15.0,12.0,15.0
1068,shapeBounds,-11.0,-14.0,14.0,11.0
1070,shapeBounds,-11.0,-14.0,14.0,11.0
1072,shapeBounds,-11.0,-14.0,14.0,11.0
1074,shapeBounds,-11.0,-14.0,14.0,11.0
1076,shapeBounds,-10.0,-12.0,15.95,10.95
1079,shapeBounds,-11.0,-14.0,11.0,11.0
1081,shapeBounds,-11.0,-14.0,11.0,11.0
1083,shapeBounds,-11.0,-14.0,11.0,11.0
1085,shapeBounds,-10.0,-12.0,9.95,10.95
1088,shapeBounds,-11.0,-13.0,14.0,11.0
1090,shapeBounds,-11.0,-13.0,14.0,11.0
1092,shapeBounds,-11.0,-13.0,14.0,11.0
1094,shapeBounds,-11.0,-13.0,14.0,11.0
1096,shapeBounds,-10.0,-11.0,15.95,10.95
1099,shapeBounds,-18.0,-14.0,18.0,12.0
1101,shapeBounds,-18.0,-14.0,18.0,12.0
1103,shapeBounds,-18.0,-14.0,18.0,12.0
1105,shapeBounds,-17.0,-12.0,16.95,10.95
1108,shapeBounds,-13.0,-14.0,13.0,11.0
1110,shapeBounds,-11.0,-14.0,15.0,11.0
1112,shapeBounds,-11.0,-14.0,15.0,11.0
1114,shapeBounds,-11.0,-14.0,15.0,11.0
1116,shapeBounds,-10.0,-12.0,14.95,10.95
1119,shapeBounds,-13.0,-14.0,15.0,12.0
1121,shapeBounds,-13.0,-14.0,15.0,12.0
1123,shapeBounds,-13.0,-14.0,15.0,12.0
1125,shapeBounds,-12.0,-12.0,15.95,11.95
1128,shapeBounds,-13.0,-14.0,15.0,11.0
1130,shapeBounds,-13.0,-14.0,15.0,11.0
1132,shapeBounds,-13.0,-14.0,15.0,11.0
1134,shapeBounds,-13.0,-14.0,15.0,11.0
1136,shapeBounds,-13.0,-12.0,15.95,10.95
1139,shapeBounds,-12.0,-28.0,10.0,14.0
1141,shapeBounds,-11.0,-31.0,11.0,11.0
1143,shapeBounds,-11.0,-31.0,11.0,11.0
1145,shapeBounds,-11.0,-31.0,11.0,11.0
1147,shapeBounds,-10.0,-29.0,9.95,10.95
1150,shapeBounds,-20.0,-45.0,19.0,11.0
1152,shapeBounds,-20.0,-45.0,19.0,11.0
1154,shapeBounds,-20.0,-45.0,19.0,11.0
1156,shapeBounds,-21.0,-47.0,18.95,10.95
1159,shapeBounds,-20.0,-45.0,19.0,11.0
1161,shapeBounds,-20.0,-45.0,19.0,11.0
1163,shapeBounds,-20.0,-45.0,19.0,11.0
1165,shapeBounds,-21.0,-47.0,18.95,10.95
1168,shapeBounds,-17.0,-21.0,17.0,11.0
1170,shapeBounds,-17.0,-21.0,17.0,11.0
1172,shapeBounds,-17.0,-21.0,17.0,11.0
1174,shapeBounds,-16.0,-19.0,15.95,10.95
1177,shapeBounds,-14.0,-19.0,14.0,11.0
1179,shapeBounds,-14.0,-19.0,14.0,11.0
1181,shapeBounds,-14.0,-19.0,14.0,11.0
1183,shapeBounds,-14.0,-19.0,14.0,11.0
1185,shapeBounds,-14.0,-18.0,13.95,10.95
1188,shapeBounds,-15.0,-17.0,15.0,11.0
1190,shapeBounds,-15.0,-17.0,15.0,11.0
1192,shapeBounds,-15.0,-17.0,15.0,11.0
1194,shapeBounds,-15.0,-17.0,15.0,11.0
1196,shapeBounds,-15.0,-16.0,15.95,10.95
1199,shapeBounds,-18.0,-24.0,18.0,11.0
1201,shapeBounds,-18.0,-24.0,18.0,11.0
1203,shapeBounds,-18.0,-24.0,18.0,11.0
1205,shapeBounds,-17.0,-22.0,16.95,10.95
1208,shapeBounds,-17.0,-19.0,19.0,11.0
1210,shapeBounds,-17.0,-19.0,19.0,11.0
1212,shapeBounds,-17.0,-19.0,19.0,11.0
1214,shapeBounds,-17.0,-19.0,19.0,11.0
1216,shapeBounds,-16.0,-18.0,17.95,10.95
1219,shapeBounds,-11.0,-18.0,11.0,11.0
1221,shapeBounds,-11.0,-18.0,11.0,11.0
1223,shapeBounds,-11.0,-18.0,11.0,11.0
1225,shapeBounds,-11.0,-18.0,11.0,11.0
1227,shapeBounds,-10.0,-15.0,9.9,10.9
1230,shapeBounds,-13.0,-24.0,14.0,11.0
1232,shapeBounds,-13.0,-24.0,14.0,11.0
1234,shapeBounds,-13.0,-24.0,14.0,11.0
1236,shapeBounds,-14.0,-21.0,13.9,10.9
1239,shapeBounds,-11.0,-14.0,15.0,11.0
1241,shapeBounds,-11.0,-14.0,15.0,11.0
1243,shapeBounds,-11.0,-14.0,15.0,11.0
1245,shapeBounds,-11.0,-14.0,15.0,11.0
1247,shapeBounds,-10.0,-12.0,15.95,10.95
1250,shapeBounds,-14.0,-20.0,15.0,11.0
1252,shapeBounds,-14.0,-20.0,15.0,11.0
1254,shapeBounds,-14.0,-20.0,15.0,11.0
1256,shapeBounds,-14.0,-20.0,15.0,11.0
1258,shapeBounds,-14.0,-18.0,15.95,10.95
1261,shapeBounds,-14.0,-13.0,15.0,11.0
1263,shapeBounds,-14.0,-13.0,15.0,11.0
1265,shapeBounds,-14.0,-13.0,15.0,11.0
1267,shapeBounds,-14.0,-13.0,15.0,11.0
1269,shapeBounds,-12.0,-11.0,13.9,10.9
1272,shapeBounds,-20.0,-11.0,20.0,12.0
1274,shapeBounds,-20.0,-11.0,20.0,12.0
1276,shapeBounds,-20.0,-11.0,20.0,12.0
1278,shapeBounds,-20.0,-11.0,20.0,12.0
1280,shapeBounds,-19.0,-10.0,18.95,11.95
1283,shapeBounds,-15.0,-14.0,15.0,11.0
1285,shapeBounds,-15.0,-14.0,15.0,11.0
1287,shapeBounds,-15.0,-14.0,15.0,11.0
1289,shapeBounds,-16.0,-13.0,15.9,10.9
1292,shapeBounds,-11.0,-24.0,11.0,11.0
1294,shapeBounds,-11.0,-24.0,11.0,11.0
1296,shapeBounds,-11.0,-24.0,11.0,11.0
1298,shapeBounds,-10.0,-21.0,9.9,10.9
1301,shapeBounds,-12.0,-13.0,12.0,11.0
1303,shapeBounds,-12.0,-13.0,12.0,11.0
1305,shapeBounds,-12.0,-13.0,12.0,11.0
1307,shapeBounds,-12.0,-13.0,12.0,11.0
1309,shapeBounds,-11.0,-11.0,10.95,10.95
1312,shapeBounds,-14.0,-20.0,14.0,12.0
1314,shapeBounds,-14.0,-20.0,14.0,12.0
1316,shapeBounds,-14.0,-20.0,14.0,12.0
1318,shapeBounds,-14.0,-20.0,14.0,12.0
1320,shapeBounds,-13.0,-18.0,14.95,10.95
1323,shapeBounds,-10.0,-12.0,15.95,10.95
1325,shapeBounds,-14.0,-20.0,14.0,12.0
1326,shapeBounds,-14.0,-20.0,14.0,12.0
1327,shapeBounds,-14.0,-20.0,14.0,12.0
1328,shapeBounds,-14.0,-20.0,14.0,12.0
1330,shapeBounds,-13.0,-18.0,14.95,10.95
1333,shapeBounds,0.0,0.0,32.0,32.0
1336,shapeBounds,0.0,0.0,32.0,32.0
1339,shapeBounds,0.0,0.0,34.0,32.0
1342,shapeBounds,0.0,0.0,32.0,32.0
1345,shapeBounds,-2.0,0.0,32.0,32.0
1348,shapeBounds,0.0,0.0,32.0,32.0
1351,shapeBounds,0.0,0.0,32.0,32.0
1354,shapeBounds,0.0,0.0,32.0,32.0
1357,shapeBounds,0.0,0.0,32.0,32.0
1360,shapeBounds,0.0,0.0,32.0,32.0
1363,shapeBounds,0.0,0.0,32.0,32.0
1366,shapeBounds,0.0,0.0,32.0,32.0
1369,shapeBounds,5.0,0.0,32.0,26.0
1372,shapeBounds,0.0,0.0,32.0,32.0
1375,shapeBounds,0.0,0.0,32.0,32.0
1378,shapeBounds,0.0,0.0,32.0,32.0
1381,shapeBounds,0.0,0.0,28.0,26.0
1384,shapeBounds,0.0,6.0,27.0,32.0
1387,shapeBounds,0.0,0.0,32.0,32.0
1390,shapeBounds,0.0,0.0,32.0,32.0
1393,shapeBounds,-2.0,0.0,34.0,32.0
1396,shapeBounds,0.0,0.0,32.0,32.0
1399,shapeBounds,0.0,0.0,32.0,32.0
1402,shapeBounds,0.0,0.0,32.0,32.0
1405,shapeBounds,0.0,0.0,32.0,32.0
1408,shapeBounds,0.0,0.0,32.0,32.0
1411,shapeBounds,0.0,0.0,32.0,32.0
1414,shapeBounds,0.0,0.0,32.0,32.0
1417,shapeBounds,0.0,0.0,32.0,32.0
1420,shapeBounds,0.0,0.0,32.0,32.0
1423,shapeBounds,0.0,0.0,32.0,32.0
1426,shapeBounds,0.0,0.0,32.0,32.0
1429,shapeBounds,0.0,0.0,32.0,32.0
1432,shapeBounds,0.0,0.0,32.0,32.0
1435,shapeBounds,0.0,0.0,32.0,32.0
1438,shapeBounds,0.0,0.0,32.0,32.0
1441,shapeBounds,1.0,16.0,30.0,32.0
1443,shapeBounds,0.0,0.0,32.0,32.0
1446,shapeBounds,2.0,19.0,30.0,32.0
1448,shapeBounds,0.0,0.0,32.0,32.0
1451,shapeBounds,3.0,12.0,28.0,32.0
1453,shapeBounds,0.0,0.0,32.0,32.0
1456,shapeBounds,7.0,18.0,25.0,32.0
1458,shapeBounds,0.0,0.0,32.0,32.0
1460,shapeBounds,0.0,0.0,64.0,64.0
1462,shapeBounds,0.0,0.0,36.0,39.0
1464,shapeBounds,0.0,0.0,36.0,39.0
1466,shapeBounds,0.0,0.0,36.0,39.0
