parent_symbol_id,frame,tag_type,depth,child_symbol_id,move,matrix_original,instance_name
36,1,PlaceObject2Tag,1,35,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
39,1,PlaceObject2Tag,1,38,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
42,1,PlaceObject2Tag,1,41,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
45,1,PlaceObject2Tag,1,44,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
48,1,PlaceObject2Tag,1,47,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
51,1,PlaceObject2Tag,1,50,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
54,1,PlaceObject2Tag,1,53,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
57,1,PlaceObject2Tag,1,56,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
60,1,PlaceObject2Tag,1,59,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
63,1,PlaceObject2Tag,1,62,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
66,1,PlaceObject2Tag,1,65,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
69,1,PlaceObject2Tag,1,68,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
72,1,PlaceObject2Tag,1,71,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
75,1,PlaceObject2Tag,1,74,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
78,1,PlaceObject2Tag,1,77,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
81,1,PlaceObject2Tag,1,80,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
84,1,PlaceObject2Tag,1,83,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
85,1,PlaceObject2Tag,1,11,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
88,1,PlaceObject2Tag,1,87,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
92,1,PlaceObject2Tag,1,90,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
92,1,PlaceObject2Tag,2,91,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""9"", ""translateX"": ""160"", ""translateY"": ""0"", ""type"": ""MATRIX""}",kerning
95,1,PlaceObject2Tag,1,94,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
98,1,PlaceObject2Tag,1,97,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
101,1,PlaceObject2Tag,1,100,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
104,1,PlaceObject2Tag,1,103,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
107,1,PlaceObject2Tag,1,106,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
110,1,PlaceObject2Tag,1,109,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
113,1,PlaceObject2Tag,1,112,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
116,1,PlaceObject2Tag,1,115,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
119,1,PlaceObject2Tag,1,118,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
122,1,PlaceObject2Tag,1,121,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
125,1,PlaceObject2Tag,1,124,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
128,1,PlaceObject2Tag,1,127,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
131,2,PlaceObject2Tag,1,129,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""9"", ""translateX"": ""217"", ""translateY"": ""97"", ""type"": ""MATRIX""}",
131,2,PlaceObject2Tag,3,130,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""10"", ""translateX"": ""57"", ""translateY"": ""437"", ""type"": ""MATRIX""}",
136,1,PlaceObject2Tag,1,9,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",boundingBox_mc
137,1,PlaceObject2Tag,1,134,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",tabCapture
137,1,PlaceObject2Tag,3,135,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
137,2,PlaceObject2Tag,1,136,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1356"", ""translateY"": ""136"", ""type"": ""MATRIX""}",
137,2,PlaceObject2Tag,3,131,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""8"", ""translateX"": ""77"", ""translateY"": ""57"", ""type"": ""MATRIX""}",
139,2,PlaceObject2Tag,1,131,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""9"", ""translateX"": ""177"", ""translateY"": ""157"", ""type"": ""MATRIX""}",
139,2,PlaceObject2Tag,5,137,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""10"", ""translateX"": ""507"", ""translateY"": ""7"", ""type"": ""MATRIX""}",
139,2,PlaceObject2Tag,9,138,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""197"", ""translateY"": ""557"", ""type"": ""MATRIX""}",
142,1,PlaceObject2Tag,1,141,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
145,1,PlaceObject2Tag,1,144,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
148,1,PlaceObject2Tag,1,147,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""0"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",
149,1,PlaceObject2Tag,1,9,false,"{""hasRotate"": ""false"", ""hasScale"": ""true"", ""nRotateBits"": ""0"", ""nScaleBits"": ""17"", ""nTranslateBits"": ""0"", ""scaleX"": ""0.5"", ""scaleY"": ""0.19999695"", ""translateX"": ""0"", ""translateY"": ""0"", ""type"": ""MATRIX""}",boundingBox_mc
149,2,PlaceObject2Tag,1,12,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""13"", ""translateX"": ""-2532"", ""translateY"": ""-543"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,3,15,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""13"", ""translateX"": ""-2212"", ""translateY"": ""-543"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,5,18,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1912"", ""translateY"": ""-463"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,7,21,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1533"", ""translateY"": ""-243"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,9,24,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1253"", ""translateY"": ""-243"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,11,27,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""-773"", ""translateY"": ""-163"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,13,30,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""10"", ""translateX"": ""-373"", ""translateY"": ""-163"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,15,33,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""9"", ""translateX"": ""247"", ""translateY"": ""-163"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,17,36,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""727"", ""translateY"": ""-163"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,19,39,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1247"", ""translateY"": ""-163"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,21,42,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1073"", ""translateY"": ""360"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,23,45,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""-613"", ""translateY"": ""360"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,25,48,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""10"", ""translateX"": ""-153"", ""translateY"": ""360"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,27,51,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""10"", ""translateX"": ""207"", ""translateY"": ""360"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,29,54,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""747"", ""translateY"": ""360"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,31,57,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1307"", ""translateY"": ""457"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,33,60,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1153"", ""translateY"": ""897"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,35,63,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""-613"", ""translateY"": ""897"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,37,66,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""-233"", ""translateY"": ""937"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,39,69,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""187"", ""translateY"": ""897"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,41,72,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""587"", ""translateY"": ""897"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,43,75,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""11"", ""translateX"": ""940"", ""translateY"": ""897"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,45,78,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1387"", ""translateY"": ""897"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,47,81,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1153"", ""translateY"": ""1397"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,49,84,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-733"", ""translateY"": ""1397"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,51,85,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-313"", ""translateY"": ""1397"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,53,88,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""47"", ""translateY"": ""1357"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,55,92,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""360"", ""translateY"": ""1357"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,58,95,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""747"", ""translateY"": ""1397"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,60,98,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1100"", ""translateY"": ""1457"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,62,101,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1447"", ""translateY"": ""1457"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,64,104,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1752"", ""translateY"": ""1917"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,66,107,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-1333"", ""translateY"": ""1917"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,68,110,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-773"", ""translateY"": ""1857"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,70,113,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""-313"", ""translateY"": ""1957"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,72,116,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""107"", ""translateY"": ""1797"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,74,119,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""407"", ""translateY"": ""1857"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,76,122,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""807"", ""translateY"": ""1797"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,78,125,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1100"", ""translateY"": ""1857"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,80,128,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1387"", ""translateY"": ""1857"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,82,139,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""12"", ""translateX"": ""1100"", ""translateY"": ""-460"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,92,142,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""13"", ""translateX"": ""-1093"", ""translateY"": ""2372"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,94,145,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""13"", ""translateX"": ""-573"", ""translateY"": ""2388"", ""type"": ""MATRIX""}",
149,2,PlaceObject2Tag,96,148,false,"{""hasRotate"": ""false"", ""hasScale"": ""false"", ""nRotateBits"": ""0"", ""nScaleBits"": ""0"", ""nTranslateBits"": ""13"", ""translateX"": ""-153"", ""translateY"": ""2392"", ""type"": ""MATRIX""}",
